Symbol,Name,Index,Sector ,ESG,MarketCap,
FCBC,FIRST COMMUNITY BANKSHARES INC,Russell 2000,Financials,28.4," 474,611,296 ",40.63047285
FOA,FINANCE OF AMERICA COMPANIES INC C,Russell 2000,Financials,28.4," 154,560,304 ",40.63047285
JPM,JPMorgan Chase,S&P 500,Financials,28.3," 373,305,409,536 ",40.45534151
PCAR,Paccar,S&P 500,Industrials,28.3," 30,598,877,184 ",40.45534151
GOGO,GOGO INC,Russell 2000,Communication Services,28.3," 2,113,200,512 ",40.45534151
WGO,WINNEBAGO INDUSTRIES INC,Russell 2000,Consumer Discretionary,28.3," 1,960,034,688 ",40.45534151
MCRI,MONARCH CASINO AND RESORT INC,Russell 2000,Consumer Discretionary,28.3," 1,344,056,576 ",40.45534151
FC,FRANKLIN COVEY,Russell 2000,Industrials,28.3," 573,715,968 ",40.45534151
SRT,STARTEK INC,Russell 2000,Information Technology,28.3," 167,134,608 ",40.45534151
FLNT,FLUENT INC,Russell 2000,Communication Services,28.3," 101,447,168 ",40.45534151
HWC,HANCOCK WHITNEY CORP,Russell 2000,Financials,28.2," 4,234,810,880 ",40.28021016
SSTK,SHUTTERSTOCK INC,Russell 2000,Consumer Discretionary,28.2," 2,840,430,848 ",40.28021016
RSI,RUSH STREET INTERACTIVE INC CLASS,Russell 2000,Consumer Discretionary,28.2," 1,527,611,520 ",40.28021016
HYLN,HYLIION HOLDINGS CORP CLASS A,Russell 2000,Industrials,28.2," 602,496,128 ",40.28021016
EOSE,EOS ENERGY ENTERPRISES INC CLASS A,Russell 2000,Industrials,28.2," 137,110,720 ",40.28021016
ZBH,Zimmer Biomet,S&P 500,Health Care,28.1," 26,441,555,968 ",40.10507881
SBNY,Signature Bank,S&P 500,Financials,28.1," 16,525,529,088 ",40.10507881
NDSN,Nordson,S&P 500,Industrials,28.1," 12,949,574,656 ",40.10507881
FBC,FLAGSTAR BANCORP INC,Russell 2000,Financials,28.1," 1,930,873,344 ",40.10507881
GIC,GLOBAL INDUSTRIAL,Russell 2000,Industrials,28.1," 1,386,999,424 ",40.10507881
PGTI,PGT INNOVATIONS INC,Russell 2000,Industrials,28.1," 1,139,803,904 ",40.10507881
AXL,AMERICAN AXLE AND MANUFACTURING HO,Russell 2000,Consumer Discretionary,28.1," 820,800,128 ",40.10507881
CRAI,CRA INTERNATIONAL INC,Russell 2000,Industrials,28.1," 620,433,600 ",40.10507881
BHB,BAR HARBOR BANKSHARES,Russell 2000,Financials,28.1," 406,401,920 ",40.10507881
ABBV,AbbVie,S&P 500,Health Care,28," 267,750,375,424 ",39.92994746
HTLF,HEARTLAND FINANCIAL USA INC,Russell 2000,Financials,28," 1,909,624,960 ",39.92994746
PFC,PREMIER FINANCIAL CORP,Russell 2000,Financials,28," 1,162,046,848 ",39.92994746
VEL,VELOCITY FINANCIAL INC,Russell 2000,Financials,28," 369,991,872 ",39.92994746
EGAN,EGAIN CORP,Russell 2000,Information Technology,28," 330,998,784 ",39.92994746
DIBS,1STDIBS COM INC,Russell 2000,Consumer Discretionary,28," 292,191,744 ",39.92994746
HCA,HCA Healthcare,S&P 500,Health Care,27.9," 67,893,645,312 ",39.75481611
PRFT,PERFICIENT INC,Russell 2000,Information Technology,27.9," 3,614,888,448 ",39.75481611
BANF,BANCFIRST CORP,Russell 2000,Financials,27.9," 2,793,457,152 ",39.75481611
EVH,EVOLENT HEALTH INC CLASS A,Russell 2000,Health Care,27.9," 2,683,692,288 ",39.75481611
CLBK,COLUMBIA FINANCIAL INC,Russell 2000,Financials,27.9," 2,263,524,352 ",39.75481611
TRMK,TRUSTMARK CORP,Russell 2000,Financials,27.9," 1,772,059,136 ",39.75481611
UEIC,UNIVERSAL ELECTRONICS INC,Russell 2000,Consumer Discretionary,27.9," 384,965,888 ",39.75481611
C,Citigroup,S&P 500,Financials,27.8," 101,425,438,720 ",39.57968476
AWK,American Water,S&P 500,Utilities,27.8," 27,717,330,944 ",39.57968476
ABMD,Abiomed,S&P 500,Health Care,27.8," 13,445,339,136 ",39.57968476
RCM,R1 RCM INC,Russell 2000,Health Care,27.8," 6,570,131,968 ",39.57968476
INDB,INDEPENDENT BANK CORP,Russell 2000,Financials,27.8," 3,780,218,880 ",39.57968476
RLAY,RELAY THERAPEUTICS INC,Russell 2000,Health Care,27.8," 2,777,541,120 ",39.57968476
FA,FIRST ADVANTAGE CORP,Russell 2000,Industrials,27.8," 2,732,258,560 ",39.57968476
GMS,GMS INC,Russell 2000,Industrials,27.8," 2,165,392,896 ",39.57968476
PLAB,PHOTRONICS INC,Russell 2000,Information Technology,27.8," 994,460,672 ",39.57968476
EGLE,EAGLE BULK SHIPPING INC,Russell 2000,Industrials,27.8," 927,419,776 ",39.57968476
DLTH,DULUTH HOLDINGS INC CLASS B,Russell 2000,Consumer Discretionary,27.8," 423,072,000 ",39.57968476
HNST,THE HONEST COMPANY INC,Russell 2000,Consumer Staples,27.8," 393,705,440 ",39.57968476
LTRPA,LIBERTY TRIPADVISOR HOLDINGS INC S,Russell 2000,Communication Services,27.8," 149,461,904 ",39.57968476
DUK,Duke Energy,S&P 500,Utilities,27.6," 85,348,532,224 ",39.22942207
EIX,Edison International,S&P 500,Utilities,27.6," 26,792,806,400 ",39.22942207
AQUA,EVOQUA WATER TECHNOLOGIES CORP,Russell 2000,Industrials,27.6," 5,111,954,944 ",39.22942207
ATSG,AIR TRANSPORT SERVICES GROUP INC,Russell 2000,Industrials,27.6," 2,378,046,976 ",39.22942207
BV,BRIGHTVIEW HOLDINGS INC,Russell 2000,Industrials,27.6," 1,211,459,968 ",39.22942207
RUTH,RUTHS HOSPITALITY GROUP INC,Russell 2000,Consumer Discretionary,27.6," 710,870,016 ",39.22942207
OIS,OIL STATES INTERNATIONAL INC,Russell 2000,Energy,27.6," 454,279,936 ",39.22942207
MGNX,MACROGENICS INC,Russell 2000,Health Care,27.6," 394,931,712 ",39.22942207
GTYH,GTY TECHNOLOGY HOLDINGS INC,Russell 2000,Information Technology,27.6," 360,607,168 ",39.22942207
INSG,INSEEGO CORP,Russell 2000,Information Technology,27.6," 325,730,880 ",39.22942207
HBCP,HOME BANCORP INC,Russell 2000,Financials,27.6," 317,323,008 ",39.22942207
NEE,NextEra Energy,S&P 500,Utilities,27.5," 143,526,363,136 ",39.05429072
WEC,WEC Energy Group,S&P 500,Utilities,27.5," 32,090,216,448 ",39.05429072
TREE,LENDINGTREE INC,Russell 2000,Financials,27.5," 1,049,872,896 ",39.05429072
MBIN,MERCHANTS BANCORP,Russell 2000,Financials,27.5," 1,043,186,688 ",39.05429072
ASLE,AERSALE CORP,Russell 2000,Industrials,27.5," 776,923,520 ",39.05429072
PRCH,PORCH GROUP INC,Russell 2000,Consumer Discretionary,27.5," 404,966,464 ",39.05429072
HOV,HOVNANIAN ENTERPRISES INC CLASS A,Russell 2000,Consumer Discretionary,27.5," 284,135,712 ",39.05429072
FSBW,FS BANCORP INC,Russell 2000,Financials,27.5," 240,470,800 ",39.05429072
WMT,Walmart,S&P 500,Consumer Staples,27.4," 425,634,824,192 ",38.87915937
SI,SILVERGATE CAPITAL CLASS A CORP,Russell 2000,Financials,27.4," 4,143,253,248 ",38.87915937
HRI,HERC HOLDINGS INC,Russell 2000,Industrials,27.4," 3,908,663,040 ",38.87915937
WING,WINGSTOP INC,Russell 2000,Consumer Discretionary,27.4," 2,897,750,784 ",38.87915937
PSMT,PRICESMART INC,Russell 2000,Consumer Staples,27.4," 2,541,261,824 ",38.87915937
BLMN,BLOOMIN BRANDS INC,Russell 2000,Consumer Discretionary,27.4," 2,056,194,816 ",38.87915937
ALHC,ALIGNMENT HEALTHCARE INC,Russell 2000,Health Care,27.4," 1,953,748,736 ",38.87915937
LC,LENDINGCLUB CORP,Russell 2000,Financials,27.4," 1,672,915,840 ",38.87915937
GPRO,GOPRO INC CLASS A,Russell 2000,Consumer Discretionary,27.4," 1,388,283,392 ",38.87915937
BCOR,BLUCORA INC,Russell 2000,Financials,27.4," 832,749,056 ",38.87915937
PETS,PETMED EXPRESS INC,Russell 2000,Consumer Discretionary,27.4," 472,444,384 ",38.87915937
PCSB,PCSB FINANCIAL CORP,Russell 2000,Financials,27.4," 283,542,304 ",38.87915937
BAC,Bank of America,S&P 500,Financials,27.3," 311,156,703,232 ",38.70402802
AVNT,AVIENT CORP,Russell 2000,Materials,27.3," 4,745,009,664 ",38.70402802
ASB,ASSOCIATED BANCORP,Russell 2000,Financials,27.3," 3,086,405,120 ",38.70402802
MDC,MDC HOLDINGS INC,Russell 2000,Consumer Discretionary,27.3," 2,872,817,920 ",38.70402802
AMWL,AMERICAN WELL CORP CLASS A,Russell 2000,Health Care,27.3," 916,709,824 ",38.70402802
PLPC,PREFORMED LINE PRODUCTS,Russell 2000,Industrials,27.3," 314,285,120 ",38.70402802
ROCK,GIBRALTAR INDUSTRIES INC,Russell 2000,Industrials,27.2," 1,440,255,360 ",38.52889667
STEM,STEM INC,Russell 2000,Industrials,27.2," 1,269,213,056 ",38.52889667
VERV,VERVE THERAPEUTICS INC,Russell 2000,Health Care,27.2," 770,872,768 ",38.52889667
CNVY,CONVEY HEALTH SOLUTIONS HOLDINGS I,Russell 2000,Health Care,27.2," 411,351,392 ",38.52889667
VSTM,VERASTEM INC,Russell 2000,Health Care,27.2," 272,041,792 ",38.52889667
IEX,IDEX,S&P 500,Industrials,27.1," 15,010,345,984 ",38.35376532
BOX,BOX INC CLASS A,Russell 2000,Information Technology,27.1," 4,572,357,120 ",38.35376532
DM,DESKTOP METAL INC CLASS A,Russell 2000,Industrials,27.1," 1,265,493,632 ",38.35376532
MGI,MONEYGRAM INTERNATIONAL INC,Russell 2000,Information Technology,27.1," 967,596,992 ",38.35376532
LBC,LUTHER BURBANK CORP,Russell 2000,Financials,27.1," 700,635,136 ",38.35376532
NX,QUANEX BUILDING PRODUCTS CORP,Russell 2000,Industrials,27.1," 683,106,176 ",38.35376532
BJRI,BJS RESTAURANTS INC,Russell 2000,Consumer Discretionary,27.1," 636,904,320 ",38.35376532
WLDN,WILLDAN GROUP INC,Russell 2000,Industrials,27.1," 390,621,632 ",38.35376532
HEAR,TURTLE BEACH CORP,Russell 2000,Information Technology,27.1," 304,696,704 ",38.35376532
PVBC,PROVIDENT BANCORP INC,Russell 2000,Financials,27.1," 284,039,648 ",38.35376532
INFU,INFUSYSTEM HOLDINGS INC,Russell 2000,Health Care,27.1," 166,185,392 ",38.35376532
CTMX,CYTOMX THERAPEUTICS INC,Russell 2000,Health Care,27.1," 118,333,032 ",38.35376532
PG,Procter & Gamble,S&P 500,Consumer Staples,27," 382,798,659,584 ",38.17863398
XPEL,XPEL INC,Russell 2000,Consumer Discretionary,27," 1,318,124,288 ",38.17863398
AZZ,AZZ INC,Russell 2000,Industrials,27," 1,176,886,400 ",38.17863398
AKTS,AKOUSTIS TECHNOLOGIES INC,Russell 2000,Information Technology,27," 257,507,008 ",38.17863398
HSY,Hershey's,S&P 500,Consumer Staples,26.9," 46,328,971,264 ",38.00350263
BAX,Baxter,S&P 500,Health Care,26.9," 36,858,318,848 ",38.00350263
K,Kellogg's,S&P 500,Consumer Staples,26.9," 23,168,196,608 ",38.00350263
NTLA,INTELLIA THERAPEUTICS INC,Russell 2000,Health Care,26.9," 4,374,817,280 ",38.00350263
GNRC,Generac,S&P 500,Industrials,26.8," 16,736,956,416 ",37.82837128
HALO,HALOZYME THERAPEUTICS INC,Russell 2000,Health Care,26.8," 5,705,179,648 ",37.82837128
CYTK,CYTOKINETICS INC,Russell 2000,Health Care,26.8," 3,508,225,024 ",37.82837128
TBK,TRIUMPH BANCORP INC,Russell 2000,Financials,26.8," 1,862,513,280 ",37.82837128
BLNK,BLINK CHARGING,Russell 2000,Industrials,26.8," 847,511,104 ",37.82837128
OB,OUTBRAIN INC,Russell 2000,Communication Services,26.8," 559,149,376 ",37.82837128
ECOM,CHANNELADVISOR CORP,Russell 2000,Information Technology,26.8," 445,202,400 ",37.82837128
TIG,TREAN INSURANCE GROUP INC,Russell 2000,Financials,26.8," 280,581,600 ",37.82837128
PKOH,PARK OHIO HOLDINGS CORP,Russell 2000,Industrials,26.8," 133,090,048 ",37.82837128
MKC,McCormick,S&P 500,Consumer Staples,26.7," 26,700,732,416 ",37.65323993
ANAT,AMERICAN NATIONAL GROUP INC,Russell 2000,Financials,26.7," 5,087,327,232 ",37.65323993
ZWS,ZURN WATER SOLUTIONS CORP,Russell 2000,Industrials,26.7," 3,916,345,088 ",37.65323993
UCBI,UNITED COMMUNITY BANKS INC,Russell 2000,Financials,26.7," 3,359,932,416 ",37.65323993
SPT,SPROUT SOCIAL INC CLASS A,Russell 2000,Information Technology,26.7," 3,245,463,552 ",37.65323993
NG,NOVAGOLD RESOURCES INC,Russell 2000,Materials,26.7," 2,125,771,264 ",37.65323993
KRO,KRONOS WORLDWIDE INC,Russell 2000,Materials,26.7," 1,850,855,936 ",37.65323993
CPSI,COMPUTER PROGRAMS AND SYSTEMS INC,Russell 2000,Health Care,26.7," 493,857,024 ",37.65323993
NCLH,Norwegian Cruise Line Holdings,S&P 500,Consumer Discretionary,26.6," 8,537,087,488 ",37.47810858
RHP,RYMAN HOSPITALITY PROPERTIES REIT,Russell 2000,Real Estate,26.6," 5,173,199,360 ",37.47810858
GKOS,GLAUKOS CORP,Russell 2000,Health Care,26.6," 2,272,393,728 ",37.47810858
CAKE,CHEESECAKE FACTORY INC,Russell 2000,Consumer Discretionary,26.6," 1,949,684,352 ",37.47810858
HCCI,HERITAGE CRYSTAL INC,Russell 2000,Industrials,26.6," 680,067,776 ",37.47810858
SRDX,SURMODICS INC,Russell 2000,Health Care,26.6," 545,478,720 ",37.47810858
GLT,GLATFELTER CORP,Russell 2000,Materials,26.6," 495,761,152 ",37.47810858
RLYB,RALLYBIO CORP,Russell 2000,Health Care,26.6," 340,909,888 ",37.47810858
BDX,Becton Dickinson,S&P 500,Health Care,26.5," 72,175,484,928 ",37.30297723
RMD,ResMed,S&P 500,Health Care,26.5," 30,535,608,320 ",37.30297723
DAL,Delta Air Lines,S&P 500,Industrials,26.5," 28,110,391,296 ",37.30297723
LW,Lamb Weston,S&P 500,Consumer Staples,26.5," 9,517,613,056 ",37.30297723
SSB,SOUTHSTATE CORP,Russell 2000,Financials,26.5," 6,188,920,320 ",37.30297723
SMCI,SUPER MICRO COMPUTER INC,Russell 2000,Information Technology,26.5," 2,941,754,624 ",37.30297723
TRUP,TRUPANION INC,Russell 2000,Financials,26.5," 2,894,961,152 ",37.30297723
LCII,LCI INDUSTRIES,Russell 2000,Consumer Discretionary,26.5," 2,828,300,032 ",37.30297723
CMRE,COSTAMARE INC,Russell 2000,Industrials,26.5," 1,822,894,208 ",37.30297723
WRLD,WORLD ACCEPTANCE CORP,Russell 2000,Financials,26.5," 1,355,194,368 ",37.30297723
PAYA,PAYA HOLDINGS INC CLASS A,Russell 2000,Information Technology,26.5," 759,070,720 ",37.30297723
FTHM,FATHOM HOLDINGS INC,Russell 2000,Real Estate,26.5," 146,023,872 ",37.30297723
CHTR,Charter Communications,S&P 500,Communication Services,26.4," 85,853,970,432 ",37.12784588
FAST,Fastenal,S&P 500,Industrials,26.4," 33,067,659,264 ",37.12784588
WYNN,Wynn Resorts,S&P 500,Consumer Discretionary,26.4," 8,343,833,600 ",37.12784588
ALK,Alaska Air Group,S&P 500,Industrials,26.4," 6,745,708,032 ",37.12784588
FOXF,FOX FACTORY HOLDING CORP,Russell 2000,Consumer Discretionary,26.4," 3,693,326,336 ",37.12784588
AAON,AAON INC,Russell 2000,Industrials,26.4," 2,680,963,328 ",37.12784588
CNO,CNO FINANCIAL GROUP INC,Russell 2000,Financials,26.4," 2,554,776,320 ",37.12784588
RNST,RENASANT CORP,Russell 2000,Financials,26.4," 1,755,212,800 ",37.12784588
STEP,STEPSTONE GROUP INC CLASS A,Russell 2000,Financials,26.4," 1,633,539,840 ",37.12784588
SRI,STONERIDGE INC,Russell 2000,Consumer Discretionary,26.4," 532,646,400 ",37.12784588
CMBM,CAMBIUM NETWORKS CORP,Russell 2000,Information Technology,26.4," 450,933,280 ",37.12784588
DBD,DIEBOLD NIXDORF INC,Russell 2000,Information Technology,26.4," 339,387,840 ",37.12784588
BDTX,BLACK DIAMOND THERAPEUTICS INC,Russell 2000,Health Care,26.4," 86,001,608 ",37.12784588
CMA,Comerica,S&P 500,Financials,26.3," 11,230,976,000 ",36.95271454
MTX,MINERALS TECHNOLOGIES INC,Russell 2000,Materials,26.3," 2,247,608,320 ",36.95271454
NBTB,NBT BANCORP INC,Russell 2000,Financials,26.3," 1,585,649,664 ",36.95271454
TBBK,BANCORP INC,Russell 2000,Financials,26.3," 1,288,931,072 ",36.95271454
GRBK,GREEN BRICK PARTNERS INC,Russell 2000,Consumer Discretionary,26.3," 1,149,713,920 ",36.95271454
IMRX,IMMUNEERING CORP CLASS A,Russell 2000,Health Care,26.3," 151,405,696 ",36.95271454
QTNT,QUOTIENT LTD,Russell 2000,Health Care,26.3," 65,960,896 ",36.95271454
BSX,Boston Scientific,S&P 500,Health Care,26.2," 61,108,985,856 ",36.77758319
MTB,M&T Bank,S&P 500,Financials,26.2," 31,687,571,456 ",36.77758319
HP,HELMERICH & PAYNE INC,Russell 2000,Energy,26.2," 5,320,152,064 ",36.77758319
WAFD,WASHINGTON FEDERAL INC,Russell 2000,Financials,26.2," 2,093,086,080 ",36.77758319
PFS,PROVIDENT FINANCIAL SERVICES INC,Russell 2000,Financials,26.2," 1,729,348,608 ",36.77758319
AVID,AVID TECHNOLOGY INC,Russell 2000,Information Technology,26.2," 1,449,643,264 ",36.77758319
RXDX,PROMETHEUS BIOSCIENCES INC,Russell 2000,Health Care,26.2," 1,251,654,912 ",36.77758319
QUOT,QUOTIENT TECHNOLOGY INC,Russell 2000,Consumer Discretionary,26.2," 521,928,224 ",36.77758319
CASA,CASA SYSTEMS INC,Russell 2000,Information Technology,26.2," 494,435,008 ",36.77758319
CCRD,CORECARD CORP,Russell 2000,Information Technology,26.2," 205,820,512 ",36.77758319
SPPI,SPECTRUM PHARMACEUTICALS INC,Russell 2000,Health Care,26.2," 161,331,296 ",36.77758319
TENB,TENABLE HOLDINGS INC,Russell 2000,Information Technology,26.1," 6,368,126,464 ",36.60245184
ONB,OLD NATIONAL BANCORP,Russell 2000,Financials,26.1," 4,672,565,248 ",36.60245184
ALRM,ALARM.COM HOLDINGS INC,Russell 2000,Information Technology,26.1," 3,204,585,472 ",36.60245184
CAC,CAMDEN NATIONAL CORP,Russell 2000,Financials,26.1," 668,188,352 ",36.60245184
RVP,RETRACTABLE TECHNOLOGIES INC,Russell 2000,Health Care,26.1," 143,754,688 ",36.60245184
ABT,Abbott,S&P 500,Health Care,26," 204,761,219,072 ",36.42732049
DRI,Darden,S&P 500,Consumer Discretionary,26," 16,669,954,048 ",36.42732049
ENV,ENVESTNET INC,Russell 2000,Information Technology,26," 4,386,433,024 ",36.42732049
PGNY,PROGYNY INC,Russell 2000,Health Care,26," 3,720,604,928 ",36.42732049
FELE,FRANKLIN ELECTRIC INC,Russell 2000,Industrials,26," 3,444,163,584 ",36.42732049
VC,VISTEON CORP,Russell 2000,Consumer Discretionary,26," 3,116,969,728 ",36.42732049
CALX,CALIX NETWORKS INC,Russell 2000,Information Technology,26," 2,672,990,208 ",36.42732049
ATRC,ATRICURE INC,Russell 2000,Health Care,26," 2,467,504,640 ",36.42732049
CSWI,CSW INDUSTRIALS INC,Russell 2000,Industrials,26," 1,734,839,936 ",36.42732049
ENVA,ENOVA INTERNATIONAL INC,Russell 2000,Financials,26," 1,244,615,680 ",36.42732049
HLIT,HARMONIC INC,Russell 2000,Information Technology,26," 1,022,137,472 ",36.42732049
SHYF,SHYFT GROUP INC,Russell 2000,Industrials,26," 907,153,472 ",36.42732049
EL,Estée Lauder Companies,S&P 500,Consumer Staples,25.9," 97,949,179,904 ",36.25218914
MAS,Masco,S&P 500,Industrials,25.9," 13,167,811,584 ",36.25218914
MIME,MIMECAST LTD,Russell 2000,Information Technology,25.9," 5,330,488,320 ",36.25218914
GATX,GATX CORP,Russell 2000,Industrials,25.9," 3,871,500,032 ",36.25218914
DORM,DORMAN PRODUCTS INC,Russell 2000,Consumer Discretionary,25.9," 3,209,634,048 ",36.25218914
PLAY,DAVE AND BUSTERS ENTERTAINMENT INC,Russell 2000,Consumer Discretionary,25.9," 2,317,083,904 ",36.25218914
AAWW,ATLAS AIR WORLDWIDE HOLDINGS INC,Russell 2000,Industrials,25.9," 2,058,913,664 ",36.25218914
MARA,MARATHON DIGITAL HOLDINGS INC,Russell 2000,Information Technology,25.9," 1,887,461,760 ",36.25218914
APOG,APOGEE ENTERPRISES INC,Russell 2000,Industrials,25.9," 1,042,278,080 ",36.25218914
CLPR,CLIPPER REALTY INC,Russell 2000,Real Estate,25.9," 626,525,760 ",36.25218914
EGRX,EAGLE PHARMACEUTICALS INC,Russell 2000,Health Care,25.9," 590,357,952 ",36.25218914
RLGT,RADIANT LOGISTIC INC,Russell 2000,Industrials,25.9," 310,584,320 ",36.25218914
SMSI,SMITH MICRO SOFTWARE INC,Russell 2000,Information Technology,25.9," 181,797,152 ",36.25218914
FBHS,Fortune Brands,S&P 500,Industrials,25.8," 10,234,393,600 ",36.07705779
ALKS,ALKERMES,Russell 2000,Health Care,25.8," 4,731,211,776 ",36.07705779
ETRN,EQUITRANS MIDSTREAM CORP,Russell 2000,Energy,25.8," 3,574,478,080 ",36.07705779
LGIH,LGI HOMES INC,Russell 2000,Consumer Discretionary,25.8," 2,487,826,432 ",36.07705779
DDD,3D SYSTEMS CORP,Russell 2000,Information Technology,25.8," 1,603,378,816 ",36.07705779
CYRX,CRYOPORT INC,Russell 2000,Health Care,25.8," 1,291,102,080 ",36.07705779
ULH,UNIVERSAL LOGISTICS INC,Russell 2000,Industrials,25.8," 592,346,304 ",36.07705779
GAN,GAN LTD,Russell 2000,Consumer Discretionary,25.8," 171,537,840 ",36.07705779
OTRK,ONTRAK INC,Russell 2000,Health Care,25.8," 27,913,942 ",36.07705779
D,Dominion Energy,S&P 500,Utilities,25.7," 66,888,712,192 ",35.90192644
STZ,Constellation Brands,S&P 500,Consumer Staples,25.7," 48,599,396,352 ",35.90192644
EFX,Equifax,S&P 500,Industrials,25.7," 26,069,338,112 ",35.90192644
APAM,ARTISAN PARTNERS ASSET MANAGEMENT,Russell 2000,Financials,25.7," 2,392,654,080 ",35.90192644
WMK,WEIS MARKETS INC,Russell 2000,Consumer Staples,25.7," 2,321,861,376 ",35.90192644
EVOP,EVO PAYMENTS INC CLASS A,Russell 2000,Information Technology,25.7," 2,096,506,240 ",35.90192644
NSTG,NANOSTRING TECHNOLOGIES INC,Russell 2000,Health Care,25.7," 911,527,744 ",35.90192644
DTE,DTE,S&P 500,Utilities,25.6," 25,333,311,488 ",35.7267951
CNP,CenterPoint Energy,S&P 500,Utilities,25.6," 19,726,399,488 ",35.7267951
MGM,MGM Resorts,S&P 500,Consumer Discretionary,25.6," 18,351,446,016 ",35.7267951
PNW,Pinnacle West,S&P 500,Utilities,25.6," 8,386,563,072 ",35.7267951
SKY,SKYLINE CHAMPION CORP,Russell 2000,Consumer Discretionary,25.6," 3,351,662,336 ",35.7267951
COUR,COURSERA INC,Russell 2000,Consumer Discretionary,25.6," 2,683,308,544 ",35.7267951
GLNG,GOLAR LNG LTD,Russell 2000,Energy,25.6," 2,661,904,128 ",35.7267951
MTOR,MERITOR INC,Russell 2000,Industrials,25.6," 2,547,161,600 ",35.7267951
QTRX,QUANTERIX CORP,Russell 2000,Health Care,25.6," 884,682,240 ",35.7267951
HMST,HOMESTREET INC,Russell 2000,Financials,25.6," 791,031,104 ",35.7267951
HMPT,HOME POINT CAPITAL INC,Russell 2000,Financials,25.6," 439,891,424 ",35.7267951
IDEX,IDEANOMICS INC,Russell 2000,Industrials,25.6," 368,890,048 ",35.7267951
CMTL,COMTECH TELECOMMUNICATIONS CORP,Russell 2000,Information Technology,25.6," 356,111,232 ",35.7267951
CDXC,CHROMADEX CORP,Russell 2000,Health Care,25.6," 134,619,168 ",35.7267951
TTGT,TECHTARGET INC,Russell 2000,Communication Services,25.5," 2,078,487,936 ",35.55166375
ECPG,ENCORE CAPITAL GROUP INC,Russell 2000,Financials,25.5," 1,453,964,288 ",35.55166375
ARRY,ARRAY TECHNOLOGIES INC,Russell 2000,Industrials,25.5," 1,389,109,504 ",35.55166375
MAX,MEDIAALPHA INC CLASS A,Russell 2000,Communication Services,25.5," 849,421,952 ",35.55166375
FPI,FARMLAND PARTNERS INC,Russell 2000,Real Estate,25.5," 761,418,944 ",35.55166375
VALU,VALUE LINE INC,Russell 2000,Financials,25.5," 708,559,744 ",35.55166375
ABSI,ABSCI CORP,Russell 2000,Health Care,25.5," 545,852,352 ",35.55166375
OPRX,OPTIMIZERX CORP,Russell 2000,Health Care,25.5," 544,024,448 ",35.55166375
NGMS,NEOGAMES S A SA,Russell 2000,Consumer Discretionary,25.5," 388,763,744 ",35.55166375
NOTV,INOTIV INC,Russell 2000,Health Care,25.5," 380,872,640 ",35.55166375
AXTI,AXT INC,Russell 2000,Information Technology,25.5," 264,880,000 ",35.55166375
REKR,REKOR SYSTEMS INC,Russell 2000,Information Technology,25.5," 138,895,184 ",35.55166375
AIG,AIG,S&P 500,Financials,25.4," 51,551,494,144 ",35.3765324
DOW,Dow,S&P 500,Materials,25.4," 51,411,283,968 ",35.3765324
EXPE,Expedia Group,S&P 500,Consumer Discretionary,25.4," 28,285,384,704 ",35.3765324
UMBF,UMB FINANCIAL CORP,Russell 2000,Financials,25.4," 4,519,974,912 ",35.3765324
NMIH,NMI HOLDINGS INC CLASS A,Russell 2000,Financials,25.4," 1,675,829,760 ",35.3765324
DNOW,NOW INC,Russell 2000,Industrials,25.4," 1,308,656,640 ",35.3765324
VXRT,VAXART INC,Russell 2000,Health Care,25.4," 517,000,544 ",35.3765324
LEGH,LEGACY HOUSING CORP,Russell 2000,Consumer Discretionary,25.4," 469,908,320 ",35.3765324
ACCD,ACCOLADE INC,Russell 2000,Health Care,25.4," 422,720,576 ",35.3765324
SPSC,SPS COMMERCE INC,Russell 2000,Information Technology,25.3," 4,553,684,480 ",35.20140105
APG,API GROUP CORP,Russell 2000,Industrials,25.3," 4,325,655,552 ",35.20140105
MXL,MAXLINEAR INC,Russell 2000,Information Technology,25.3," 4,147,017,472 ",35.20140105
FROG,JFROG LTD,Russell 2000,Information Technology,25.3," 2,170,121,984 ",35.20140105
INTA,INTAPP INC,Russell 2000,Information Technology,25.3," 1,748,588,544 ",35.20140105
MEG,MONTROSE ENVIRONMENTAL GRP INC,Russell 2000,Industrials,25.3," 1,421,772,672 ",35.20140105
ARLO,ARLO TECHNOLOGIES INC,Russell 2000,Information Technology,25.3," 691,933,632 ",35.20140105
CLW,CLEARWATER PAPER CORP,Russell 2000,Materials,25.3," 550,866,944 ",35.20140105
VHC,VIRNETX HOLDING CORP,Russell 2000,Information Technology,25.3," 104,737,624 ",35.20140105
ICAD,ICAD INC,Russell 2000,Health Care,25.3," 94,470,936 ",35.20140105
PFE,Pfizer,S&P 500,Health Care,25.2," 280,468,258,816 ",35.0262697
UNP,Union Pacific,S&P 500,Industrials,25.2," 149,392,539,648 ",35.0262697
AOS,A. O. Smith,S&P 500,Industrials,25.2," 9,714,895,872 ",35.0262697
HLI,HOULIHAN LOKEY INC CLASS A,Russell 2000,Financials,25.2," 5,804,591,616 ",35.0262697
TXRH,TEXAS ROADHOUSE INC,Russell 2000,Consumer Discretionary,25.2," 5,750,027,776 ",35.0262697
OPCH,OPTION CARE HEALTH INC,Russell 2000,Health Care,25.2," 5,369,150,464 ",35.0262697
